CODE2,area,Ycount,Ycount_EXP,id,population,std_born_CNT,std_divorce_CNT,std_crime_CNT,std_high_edu_CNT,std_mid_edu_CNT,std_low_edu_CNT,std_cvs_CNT,std_disable_CNT,std_low_CNT,std_midlow_CNT,std_native_CNT,std_plant_rate,std_hospital,std_waterside_rate,std_edu_per_kid,std_OLDW_CNT,std_first_inds_CNT,std_second_inds_CNT,std_third_inds_CNT,std_rcp_index,std_sale_index,log_Ycount,caseRate
A6501-11,0,8,6.368622061761322,13,2960,-0.15323577642438965,0.04686239462257193,-1.1770959140896549,-0.17809576570434474,0.1778448444653402,0.2427820122160317,-0.04689947885105795,-0.5144931900537866,-0.5972190118824241,-0.6450007551311936,-0.08182572715883722,-0.42747411844287714,-0.7566871004841581,-0.2651886873694827,-0.7267063964013816,-0.2153495023861204,-0.35679044623646006,-0.05123085664996852,-0.35236087736909527,-0.1315337020768868,-0.09828931553386008,2.1972245773362196,270.27027027027026
A6501-12,0,3,7.278732579371132,14,3383,0.23720595972577863,0.43712328977525317,-1.050346566839902,0.26390968118693475,0.3063222526100125,-0.21064352827849214,-0.04689947885105795,-1.1009540369815496,-0.6638971320757809,-0.9127727178240114,-0.380311174533077,-0.40408018139446933,-0.7566871004841581,2.3638283983970845,-0.693750145533528,-0.2153495023861204,0.4746159805973137,-0.13521464807993,-0.11044823218674202,0.27364948826870406,0.31976041260281085,1.3862943611198906,88.67868755542418
A6501-13,0,1,5.4907849667617885,15,2552,-0.5298320609380263,-0.32955946169490724,-1.2993506036355158,-0.8963546169026739,0.14280555133497508,0.9126151970374874,1.38416840284744,-0.46117856760580817,-0.5972190118824241,-0.711943745804398,-0.5410341077345907,-0.42747411844287714,0.4496101833997934,-0.2651886873694827,-0.8475459829168448,-0.2153495023861204,-0.35679044623646006,-0.23599519779588377,-0.21355853996938437,-0.5223486941832717,-0.5015145852259675,0.6931471805599453,39.18495297805642
A6501-14,0,6,5.338024099739811,16,2481,-0.5953671986842725,-0.3950642455148609,-1.320625316767271,-0.6624600679227052,-0.30102549498298364,0.3458332714193326,-0.04689947885105795,-0.6477797461737328,-0.508314851624615,-1.180544680516829,-0.5639945267633785,-0.42747411844287714,2.620945294390906,-0.2651886873694827,-0.8324410346024119,-0.2153495023861204,-0.35679044623646006,-0.13521464807993,0.004559418801589856,-0.5903581658488436,-0.5716836885302312,1.9459101490553132,241.8379685610641
A6501-15,0,6,6.005008167018868,17,2791,-0.3092278648626359,-0.10905744292069727,-1.2277357242201707,-0.6937687870775041,0.3880806032475312,1.3557356116116812,0.668634461998191,-0.03466158802198058,-0.3082804910445444,-0.3102858017651715,-0.1966278223027756,-0.42747411844287714,-0.27416818693057754,-0.2651886873694827,-0.844799628677857,-0.2153495023861204,0.4746159805973137,-8.405817919916324e-4,-0.1620033860780632,-0.29341540223859985,-0.2653115473426003,1.9459101490553132,214.9767108563239
A6501-16,0,8,5.21753665532811,18,2425,-0.6470568847939868,-0.4467299904996129,-1.3374053721951344,-0.9405551615918019,-0.24554661419323878,1.4278714930539917,0.668634461998191,0.2585688354419009,-0.35273257117344897,-1.180544680516829,-0.311429917446714,-0.42747411844287714,-0.27416818693057754,-0.2651886873694827,-0.88462176514318,-0.2153495023861204,-0.35679044623646006,-0.1184178897939377,-0.1620033860780632,-0.6439994392752101,-0.627028333389932,2.1972245773362196,329.89690721649487
A6501-17,0,1,6.23522524830551,19,2898,-0.2104636431887167,-0.01033896589626059,-1.1956738325990748,-0.2830720593410236,0.291722547139027,1.1290228413644192,0.668634461998191,0.018653034425997875,-0.37495861123790125,-0.7788867364776024,-0.5639945267633785,-0.42747411844287714,0.932129096953374,-0.2651886873694827,-0.7788871269421498,-0.2153495023861204,0.4746159805973137,0.13353348449594674,0.1830195668869324,-0.19092225479893496,-0.15956374377138588,0.6931471805599453,34.50655624568668
A6501-18,0,6,6.076009696761477,20,2824,-0.2787678712622688,-0.07861155748325457,-1.2178474772716086,-0.14862873591159276,-0.27766596622940687,0.29430764181768215,-0.04689947885105795,-0.9676674808616035,-0.7750273323980424,-1.3144306618632378,-0.5869549457921661,-0.42747411844287714,-0.27416818693057754,-0.2651886873694827,-0.7816334811811376,-0.2153495023861204,-0.35679044623646006,-0.01763734007798393,-0.027166829746915488,-0.2618053661123482,-0.23269773876456257,1.9459101490553132,212.4645892351275
A6501-19,0,4,6.015765974555627,21,2796,-0.30461271431712583,-0.10444442997563037,-1.22623750498554,-0.4525074806493474,0.17492490337114314,0.4488845306226335,-0.04689947885105795,-0.7810663022936789,-0.508314851624615,-0.44417178311158034,-0.33439033647550165,-0.42747411844287714,-0.5154276437073678,-0.2651886873694827,-0.7431845218353084,-0.2153495023861204,0.4746159805973137,-0.1688081646519146,-0.33253197202627943,-0.28862600282553147,-0.2603700611944128,1.6094379124341003,143.0615164520744
A6501-20,0,4,5.680122379408746,22,2640,-0.4486054113370459,-0.24837043386172517,-1.2729819451060163,-0.6366764168540472,0.011408202096105716,0.8301741896748467,-0.7624334197003069,-0.6211224349497435,-0.6861231721402332,-1.180544680516829,-0.5410341077345907,-0.42747411844287714,-0.7566871004841581,-0.2651886873694827,-0.7857530125396193,-0.2153495023861204,-0.35679044623646006,-0.06802761493596081,-0.29287416134064775,-0.43805526451326665,-0.41454442901786537,1.6094379124341003,151.5151515151515
A6501-21,0,12,5.871611353563057,23,2729,-0.36645573162696343,-0.16625880343953048,-1.2463136427295907,-0.791378323265995,0.32092195808099794,1.3866509893726715,0.668634461998191,0.018653034425997875,-0.4194106913668058,-0.7788867364776024,-0.26550907938913865,-0.42747411844287714,-0.5154276437073678,-0.2651886873694827,-0.7692748871056925,-0.2153495023861204,-0.35679044623646006,-0.26958871436786835,-0.25718213172357923,-0.35280395496064887,-0.32658597558012675,2.5649493574615367,439.7215097105167
A6501-22,0,3,6.170678403084956,24,2868,-0.23815454646177817,-0.03801704356666337,-1.2046631480068588,0.26943474927307576,-0.6192990742504672,-1.0968843574268796,-0.04689947885105795,-1.287555215549474,-0.5527669317535195,-0.8458297271508068,-0.5410341077345907,-0.42747411844287714,-0.0329087301537872,-0.2651886873694827,-0.6731524887411194,0.6560827133627324,-0.35679044623646006,0.03275293477999296,0.25043784505250627,-0.2196586512773457,-0.18921266066051104,1.3862943611198906,104.60251046025104
A6501-01,0,8,6.66553754977587,25,3098,-0.02585762136830599,0.1741815519064254,-1.1357450632138488,-0.31622246785786956,0.03476773084968249,0.06759487157042023,-0.7624334197003069,-0.7277516798457004,-0.6416710920113287,-1.180544680516829,-0.4951132696770154,-0.42747411844287714,-0.5154276437073678,-0.07954226666282627,-0.7019892082504914,-0.2153495023861204,1.3060224074310876,-0.01763734007798393,-0.062858859363984,6.537217238024401e-4,0.038095702156118204,2.1972245773362196,258.23111684958036
A6501-02,0,3,5.931855075768907,26,2757,-0.34061088857210553,-0.140425930947154,-1.2379236150156592,-0.844787314765358,0.5077981881096122,1.3660407375320114,-0.7624334197003069,0.6051138813537609,-0.7750273323980424,-0.44417178311158034,-0.44919243161944006,-0.4251511799222544,-0.5154276437073678,-0.2651886873694827,-0.815962909168485,-0.2153495023861204,-0.35679044623646006,0.21751727592590822,-0.1461402618038105,-0.32598331824746507,-0.2989136531502759,1.3862943611198906,108.8139281828074
A6501-03,0,11,5.957673813857128,27,2769,-0.3295345272628813,-0.12935469987899287,-1.2343278888525457,-0.6661434466467991,0.443559484037276,1.087802337683099,-0.7624334197003069,-0.03466158802198058,-0.6861231721402332,-0.3772287924383759,-0.380311174533077,-0.42747411844287714,-0.5154276437073678,-0.2651886873694827,-0.8393069201998814,-0.2153495023861204,-0.35679044623646006,-0.01763734007798393,-0.18976385355800537,-0.3144887596561008,-0.28705408639462565,2.4849066497880004,397.25532683279164
A6501-04,0,8,6.110434680879106,28,2840,-0.2639993895166352,-0.06384991605903918,-1.2130531757207903,-0.16520394017001575,-0.17546802793250846,0.273697389977022,-0.7624334197003069,-0.6211224349497435,-0.5749929718179718,-0.8458297271508068,-0.4951132696770154,-0.42747411844287714,-0.7566871004841581,-0.2651886873694827,-0.721213687923406,-0.2153495023861204,-0.35679044623646006,-0.10162113150794541,-0.0985508889810525,-0.24647928799052865,-0.21688498309036192,2.1972245773362196,281.69014084507046
A6501-46,0,3,6.385834553820136,29,2968,-0.14585153555157304,0.054243215334679455,-1.1746987633142458,0.20865900032552484,-0.19298767449769105,-0.5919331873307054,0.668634461998191,-0.6211224349497435,-0.7528012923335902,-0.5780577644579892,-0.4951132696770154,-0.42747411844287714,0.2083507266230031,-0.2651886873694827,-0.7321991048793571,-0.2153495023861204,-0.35679044623646006,-0.13521464807993,-0.15407182394093685,-0.12387066301597732,-0.09038293769675992,1.3862943611198906,101.07816711590297
A6501-47,0,9,9.959578217531472,30,4629,1.3873014756669348,1.5866861156859862,-0.676990333569944,1.3781317452253685,0.9019902358262202,1.0156664562407882,1.38416840284744,-0.08797621046995903,-0.37495861123790125,-1.04665869917042,-0.2884694984179263,-0.42747411844287714,1.8971669240605353,-0.2651886873694827,-0.06208867056633407,-0.2153495023861204,-0.35679044623646006,-0.08482437322195312,0.24250628291537993,1.46716782200536,1.5511787607311591,2.302585092994046,194.42644199611146
A6501-48,0,8,6.869935892974291,31,3193,0.061830238996388585,0.2618287978627013,-1.1072788977558665,-0.004976965671926925,0.1953644910305228,0.057289745650090144,0.668634461998191,-0.43452125638181893,-0.6416710920113287,-0.44417178311158034,-0.35735075550428935,-0.42747411844287714,0.2083507266230031,-0.2651886873694827,-0.571537381898571,0.6560827133627324,0.4746159805973137,-0.23599519779588377,-0.36425822057478474,0.09165231057210338,0.13198393897168242,2.1972245773362196,250.54807391168183
A6501-49,0,1,6.624657881136185,32,3079,-0.04339519344124526,0.15665210271517008,-1.1414382963054455,-0.2922805061512586,0.22748384306669087,1.2423792264880502,-0.7624334197003069,0.3651980803378578,-0.44163673143125814,-0.5780577644579892,0.2855409773017656,-0.42747411844287714,-0.7566871004841581,-0.2651886873694827,-0.5962545700494611,-0.2153495023861204,-0.35679044623646006,0.2343140342119005,-0.3087372856149004,-0.01754599604585739,0.019318054793004618,0.6931471805599453,32.478077297823965
A6501-64,0,3,5.316508484666293,33,2471,-0.6045974997752926,-0.40429027140499507,-1.3236217552365324,-0.8632042083858279,0.00848826100190862,0.0882051234110804,-0.04689947885105795,-0.32789201148586206,-0.5749929718179718,-0.17639982041876265,-0.35735075550428935,-0.2788567099992004,-0.7566871004841581,0.531069161151703,-0.789872543898101,-0.2153495023861204,0.4746159805973137,0.03275293477999296,0.9325521888453712,-0.5999369646749803,-0.5815666608266066,1.3862943611198906,121.40833670578712
A6501-65,0,13,5.9985534824968125,34,2788,-0.31199695518994247,-0.1118252506877379,-1.228634655760949,-0.22597968911756666,-0.5200210770477659,-0.22094865419882223,2.0997023436966886,-0.24792007781389439,-0.7750273323980424,-0.5780577644579892,-0.35735075550428935,-0.42747411844287714,0.2083507266230031,-0.2651886873694827,-0.5330884225527417,-0.2153495023861204,-0.35679044623646006,0.04954969306598526,0.4288979931378488,-0.29628904188644095,-0.268276439031513,2.6390573296152584,466.2840746054519
A6501-66,0,8,5.918945706724796,35,2751,-0.34614906922671806,-0.14596154648123455,-1.239721478097216,-0.27202192316874163,0.06980702398004765,-0.04576151355321074,1.38416840284744,-0.46117856760580817,-0.44163673143125814,-0.711943745804398,-0.5410341077345907,-0.42747411844287714,0.4496101833997934,-0.2651886873694827,-0.8283215032439302,-0.2153495023861204,0.4746159805973137,0.40228161707182347,0.1830195668869324,-0.3317305975431473,-0.30484343652810086,2.1972245773362196,290.80334423845875
A6501-50,0,13,5.871611353563057,36,2729,-0.36645573162696343,-0.16625880343953048,-1.2463136427295907,-0.7471777785768671,0.5107181292038092,1.458786870814982,-0.7624334197003069,0.5517992589057824,-0.508314851624615,-0.24334281109196707,-0.4951132696770154,-0.42747411844287714,-0.5154276437073678,-0.2651886873694827,-0.8983535363381191,-0.2153495023861204,-0.35679044623646006,0.48626540850178496,-0.2690794749292687,-0.35280395496064887,-0.32658597558012675,2.6390573296152584,476.36496885305974
A6501-51,0,5,5.262719446982498,37,2446,-0.6276732525028436,-0.4273553361303306,-1.3311128514096857,-0.5114415402348513,-0.37402402233791104,0.3664435232599928,1.38416840284744,-0.24792007781389439,-0.7528012923335902,-1.1136016898436245,-0.380311174533077,-0.42747411844287714,1.4146480105069545,-0.2651886873694827,-0.9093389532940702,-0.2153495023861204,-0.35679044623646006,-0.23599519779588377,0.17508800474980607,-0.6238839617403223,-0.6062740915675442,1.791759469228055,204.4153720359771
A6501-52,0,5,5.914642583710092,38,2749,-0.3479951294449221,-0.14780675165926152,-1.2403207657910682,-0.13389522101521678,-0.26014631966422425,0.5416306639056042,-0.04689947885105795,-0.7544089910696896,-0.7972533724624947,-1.180544680516829,-0.4951132696770154,-0.42747411844287714,2.620945294390906,-0.2651886873694827,-0.8296946803634241,1.5275149291115853,-0.35679044623646006,-0.06802761493596081,-0.15407182394093685,-0.33364635730837455,-0.30682003098737604,1.791759469228055,181.88432157148054
A6501-53,0,1,6.095373750327643,39,2833,-0.2704606002803498,-0.07030813418213339,-1.2151506826492733,-0.11916170611884079,-0.13458885261374912,-0.004541009871890385,0.668634461998191,-0.3545493227098513,-0.44163673143125814,-1.1136016898436245,-0.5869549457921661,-0.42747411844287714,-0.27416818693057754,-0.2651886873694827,-0.7431845218353084,-0.2153495023861204,-0.35679044623646006,-0.1184178897939377,-0.3444293152319689,-0.25318444716882516,-0.22380306369782463,0.6931471805599453,35.29827038475115
A6501-54,0,2,6.06740345073207,40,2820,-0.2824599916986769,-0.08230196783930815,-1.219046052659313,-0.2904388167892116,-0.049910560882033314,0.07789999749075031,-0.04689947885105795,-0.4878358788297974,-0.508314851624615,-0.9127727178240114,-0.35735075550428935,-0.42747411844287714,-0.5154276437073678,-0.2651886873694827,-0.652554831948711,-0.2153495023861204,-0.35679044623646006,-0.08482437322195312,-0.3206346288205899,-0.2656368856428033,-0.23665092768311263,1.0986122886681098,70.92198581560284
A6501-55,0,8,7.04851549808449,41,3276,0.13844173805185891,0.33840481275081613,-1.0824084584609976,-0.13389522101521678,0.4873586004502325,0.6240716712682449,0.668634461998191,0.018653034425997875,-0.5305408916890673,-1.180544680516829,-0.1047861461876249,-0.42747411844287714,-0.27416818693057754,-0.2651886873694827,-0.5303420683137539,-0.2153495023861204,-0.35679044623646006,0.06634645135197755,-0.33253197202627943,0.17115634082903916,0.21401260903159608,2.1972245773362196,244.2002442002442
A6501-56,0,2,7.110910781797692,42,3305,0.1652096112158184,0.3651602878322052,-1.07371878690014,0.08526581306837597,-0.13750879370794622,0.02637436788909988,-0.7624334197003069,-0.22126276658990515,-0.4638627714957104,-1.1136016898436245,-0.6099153648209538,-0.4042634896222589,-0.5154276437073678,-0.2651886873694827,-0.35457539701853474,-0.2153495023861204,-0.35679044623646006,-0.1856049229379069,-0.22942166424363705,0.19893485742483633,0.2426732286910841,1.0986122886681098,60.5143721633888
A6501-57,0,1,5.964128498379184,43,2772,-0.3267654369355752,-0.1265868921119526,-1.2334289573117674,-0.15783718272182776,-0.6601782495692265,-0.5094921799680647,-0.04689947885105795,-1.0742967257575604,-0.7305752522691379,-1.3144306618632378,-0.4721528506482277,-0.42747411844287714,-0.27416818693057754,-0.2651886873694827,-0.5523129022256563,-0.2153495023861204,0.4746159805973137,-0.33677574751183753,-0.26511369386070555,-0.31161512000825997,-0.2840891947057133,0.6931471805599453,36.075036075036074
A6501-58,0,5,6.4783516986362635,44,3011,-0.10616124086018486,0.093915126662257,-1.1618140778964223,-0.6808769615431751,0.43187971966048766,1.5618381300182829,0.668634461998191,0.41851270278583624,-0.4194106913668058,-0.3772287924383759,-0.35735075550428935,-0.42747411844287714,-0.7566871004841581,-0.2651886873694827,-0.5990009242884489,-0.2153495023861204,0.4746159805973137,-0.05123085664996852,-0.3444293152319689,-0.0826818280635884,-0.04788615682234646,1.791759469228055,166.05778811026238
