CODE2,area,Ycount,Ycount_EXP,id,population,std_born_CNT,std_divorce_CNT,std_crime_CNT,std_high_edu_CNT,std_mid_edu_CNT,std_low_edu_CNT,std_cvs_CNT,std_disable_CNT,std_low_CNT,std_midlow_CNT,std_native_CNT,std_plant_rate,std_hospital,std_waterside_rate,std_edu_per_kid,std_OLDW_CNT,std_first_inds_CNT,std_second_inds_CNT,std_third_inds_CNT,std_rcp_index,std_sale_index,log_Ycount,caseRate
A6501-G6,0,4,6.958149914775714,170,3234,0.09967447346957319,0.2996555040122522,-1.094993500031895,0.22339251522190082,0.2800427827622386,0.02637436788909988,-0.04689947885105795,-0.43452125638181893,-0.5972190118824241,-0.9797157084972158,-0.26550907938913865,-0.42747411844287714,0.6908696401765837,-0.2651886873694827,-0.5866423302130038,-0.2153495023861204,-0.35679044623646006,-0.01763734007798393,-0.2968399424092109,0.13092538575926446,0.17250412538682036,1.6094379124341003,123.68583797155226
A6501-G7,0,4,9.316261326833285,171,4330,1.1113154730454216,1.3108279415709712,-0.7665838438008568,0.5696301152867365,1.5210177477960047,0.30461276773801227,-0.04689947885105795,0.7650577486976962,-0.3305065311089967,-0.5780577644579892,0.7906701959350945,0.22325343231194447,-0.27416818693057754,0.07220659028624402,-0.3023946664777665,-0.2153495023861204,-0.35679044623646006,0.2511107924978928,-0.30080572347777407,1.1807617371038672,1.255677889069541,1.6094379124341003,92.37875288683603
A6501-G8,0,16,15.656913088999033,172,7277,3.8314852045691685,4.029737771393548,0.11646657309044804,2.947251081689411,3.3810202247995558,2.8808942478205344,-0.7624334197003069,1.0316308609375884,0.20291843043785818,1.4302319557381435,1.249878576510848,0.2509902573100556,-0.7566871004841581,-0.1255332302817231,0.02991419643975722,-0.2153495023861204,-0.35679044623646006,0.03275293477999296,-0.2333874453122002,4.003633751166409,4.168189824811309,2.833213344056216,219.87082588978976
A6501-G9,0,8,7.874715116907581,173,3660,0.4928852999470471,0.6926842069319734,-0.9673452212413639,0.5641050472005954,0.1982844321247199,-0.06637176539387091,0.668634461998191,-0.24792007781389439,-0.6194450519468764,-0.9127727178240114,-0.03590488910126186,-0.42747411844287714,-0.27416818693057754,-0.2651886873694827,-0.2639457071319373,0.6560827133627324,-0.35679044623646006,0.6206394747897233,-0.2532163506550161,0.5389822157526962,0.5935187452124033,2.1972245773362196,218.5792349726776
A6501-H0,0,5,6.110434680879106,174,2840,-0.2639993895166352,-0.06384991605903918,-1.2130531757207903,0.12394128967136292,-0.19882755668608523,-0.014846135792220473,-0.04689947885105795,-0.03466158802198058,-0.6194450519468764,-0.9797157084972158,-0.42623201259065235,-0.42747411844287714,-0.27416818693057754,0.39737595330756653,-0.8379337430803875,-0.2153495023861204,-0.35679044623646006,-0.3199789892258452,-0.21355853996938437,-0.24647928799052865,-0.21688498309036192,1.791759469228055,176.05633802816902
A6501-H1,0,13,8.272753995767664,175,3845,0.6636458701309261,0.8633656858994573,-0.9119111095600299,0.2399677194803238,1.348741223238376,1.572143255938613,1.38416840284744,1.6447490190893406,-0.4860888115601627,0.15831513294725946,0.03297636798510117,-0.42747411844287714,0.4496101833997934,-0.2651886873694827,-0.5399543081502112,-0.2153495023861204,-0.35679044623646006,0.3518913422138466,0.09180660230997954,0.7161899940362282,0.7763537326953442,2.6390573296152584,338.10143042912875
A6501-J1,0,4,6.084615942790885,176,2828,-0.27507575082586033,-0.07492114712720063,-1.216648901883904,-0.3972567997879375,0.291722547139027,-0.8495613353389576,-0.04689947885105795,-1.2342405931014957,-0.6194450519468764,-0.8458297271508068,0.44626391050327935,-0.42747411844287714,-0.5154276437073678,-0.2651886873694827,-0.6470621234707354,-0.2153495023861204,-0.35679044623646006,-0.21919843950989149,-0.4316764987403586,-0.2579738465818938,-0.22874454984601247,1.6094379124341003,141.44271570014143
A6501-J2,0,3,7.696135511797381,177,3577,0.4162738008915768,0.6161081920438582,-0.9922156605362326,0.01896499603468405,0.9954283508405273,0.30461276773801227,-0.04689947885105795,-0.24792007781389439,-0.5972190118824241,-0.44417178311158034,0.400343072445704,1.1923029360027526,-0.5154276437073678,0.14244617863777842,-0.42186107587373584,-0.2153495023861204,-0.35679044623646006,0.13353348449594674,-0.33253197202627943,0.4594781854957598,0.5114900751524897,1.3862943611198906,83.86916410399776
A6502-01,0,4,14.921079053484718,178,6935,3.3945014996679084,4.024668916045891,3.9168596772849544,4.343251618121035,1.833451444875094,0.046984619729760056,0.668634461998191,-0.16794814414192671,-0.7972533724624947,-0.7788867364776024,0.01001594895631349,-0.3407747778916583,0.932129096953374,0.2580721846548836,0.9834483882163214,-0.2153495023861204,1.3060224074310876,-0.01763734007798393,0.38924018245221714,4.714683340289913,5.016130090895,1.6094379124341003,57.67844268204759
A6502-21,0,13,7.280884140878484,179,3384,0.17893587270741043,0.5895384378064092,0.8543966932535322,-0.14678704654954577,0.9195098823914027,0.7168178045512158,-0.7624334197003069,0.12528227932195476,0.0028840698577876005,0.4260870956400772,-0.2884694984179263,-0.42747411844287714,0.4496101833997934,-0.2651886873694827,-0.35018123023615416,0.6560827133627324,0.4746159805973137,-0.1184178897939377,-0.1382086996666842,0.781423953353837,0.8994385319822887,2.6390573296152584,384.16075650118205
A6502-22,0,15,7.749924549481176,180,3602,0.3763431683079139,0.8004250737557773,1.0424048404004904,-0.48934126789028737,1.8538910325344737,2.6541814775732724,-0.04689947885105795,2.204552554793114,0.1362403102445013,2.9699207412218454,-0.4721528506482277,-0.42747411844287714,-0.5154276437073678,-0.2651886873694827,-0.3413928966713933,-0.2153495023861204,-0.35679044623646006,0.5030621667877773,-0.08268776470679984,1.0228912995526722,1.152166991526916,2.772588722239781,416.43531371460296
A6502-23,0,6,5.40902562948242,181,2514,-0.6088822335881777,-0.2520733662117123,0.10408895005236683,-1.0197478041598227,0.2858826649506328,0.6652921749495653,-0.7624334197003069,-0.0613188992459698,0.04733614998669217,1.7649469091041656,-0.33439033647550165,-0.4061347540229479,-0.5154276437073678,0.2776926508598331,-0.49299165066351974,-0.2153495023861204,-0.35679044623646006,0.5198589250737695,-0.3444293152319689,-0.18223013468738675,-0.10915669647562752,1.9459101490553132,238.66348448687353
A6502-24,0,19,7.31100600198141,182,3398,0.19161340545239713,0.6030816162618734,0.8664706109602174,-0.4561908593734414,1.3575010465209674,2.592350722051292,-0.04689947885105795,1.1649174170575345,0.5585350714690948,1.83188989977737,-0.4721528506482277,-0.42747411844287714,0.2083507266230031,-0.2651886873694827,-0.449049982839715,-0.2153495023861204,-0.35679044623646006,0.38548485878583116,0.1116355076527954,0.7969310306326611,0.915668800026439,2.995732273553991,559.1524426133019
A6502-25,0,3,5.2691741315045535,183,2449,-0.6677422070470432,-0.31495240904065236,0.048031474985613186,-0.9847557062809298,0.05812725960325926,0.3458332714193326,-0.04689947885105795,-0.2745773890378836,0.1584663503089536,1.2294029837185303,-0.4721528506482277,-0.42747411844287714,-0.0329087301537872,-0.2651886873694827,-0.4424587326661443,-0.2153495023861204,-0.35679044623646006,0.15033024278193902,-0.34839509630053206,-0.25422727919621413,-0.18451151239489705,1.3862943611198906,122.49897917517355
A6502-26,0,4,5.338024099739811,184,2481,-0.6387649893442169,-0.2839965725710203,0.07562900117232263,-0.9792306381947888,0.04936743632066797,0.40766402694131315,-0.7624334197003069,-0.4078639451578297,0.04733614998669217,0.2252581236204639,-0.6328757838497414,-0.42747411844287714,-0.5154276437073678,-0.2651886873694827,-0.5149624845754223,-0.2153495023861204,-0.35679044623646006,0.40228161707182347,-0.22545588317507387,-0.2187825311303296,-0.14741375686541025,1.6094379124341003,161.22531237404274
A6502-03,0,2,9.712148644186016,185,4514,1.202193872838461,1.6826664131402909,1.8289343367217117,1.9545805155460787,0.25376331291446474,-0.777425453896647,-0.04689947885105795,-1.154268659429528,-0.6416710920113287,-0.711943745804398,-0.26550907938913865,-0.42747411844287714,-0.5154276437073678,0.6934753729268006,0.3155350372944884,-0.2153495023861204,-0.35679044623646006,-0.25279195608187605,-0.16993494821518954,2.0330666194303686,2.2094530241172823,1.0986122886681098,44.30660168365086
A6502-04,0,7,5.705941117496968,186,2652,-0.48391798224473925,-0.11857632143642366,0.22310328173255187,-0.776644808369619,0.1982844321247199,0.5931562935072547,-0.04689947885105795,-0.22126276658990515,-0.21937633078673527,0.6269160676596904,-0.5180736887058031,-0.42747411844287714,-0.5154276437073678,-0.2651886873694827,-0.4864004004899491,-0.2153495023861204,-0.35679044623646006,-0.05123085664996852,-0.28097681813495823,-0.029374658653261335,0.05082737424528387,2.0794415416798357,263.95173453996983
A6502-05,0,14,6.387986115327488,187,2969,-0.19686241937611695,0.1880799335908689,0.4964912755196431,-0.852154072213546,0.8698708837900522,1.4175663671336618,-0.04689947885105795,0.4451700140098255,-0.21937633078673527,2.902977750548641,-0.311429917446714,-0.42747411844287714,-0.5154276437073678,-0.2651886873694827,-0.3457870634537738,-0.2153495023861204,-0.35679044623646006,0.2511107924978928,-0.3721897827119111,0.32174987687440304,0.41832701495925984,2.70805020110221,471.53923880094305
A6502-06,0,6,6.005008167018868,188,2791,-0.3580481928480879,0.01588809322854055,0.34298003610607125,-0.6643017572847522,0.4961184237328238,0.7168178045512158,-0.7624334197003069,0.28522614666589013,-0.06379405033556926,0.559973076986486,-0.24254866036035094,-0.42747411844287714,-0.0329087301537872,-0.2651886873694827,-0.48420331709875886,-0.2153495023861204,-0.35679044623646006,0.11673672620995444,-0.16993494821518954,0.1245884657579224,0.21197074982649117,1.9459101490553132,214.9767108563239
A6502-07,0,4,5.609120849666137,189,2607,-0.5246671946393384,-0.1621079664718439,0.18429426053249162,-0.8355788679551229,0.3939204854359254,0.18095125669405118,-0.04689947885105795,-0.3545493227098513,0.09178823011559674,1.6310609277577568,-0.21958824133156327,-0.42747411844287714,-0.7566871004841581,-0.2651886873694827,-0.5105683177930418,-0.2153495023861204,0.4746159805973137,-0.03443409836397622,-0.3840871259176006,-0.0792188356209111,-0.0013413444680567183,1.6094379124341003,153.43306482546987
A6502-08,0,3,7.610073051503309,190,3537,0.31748319484904847,0.7375460309268379,0.9863473653337371,0.41861158759888256,0.7034342414208177,-0.6434588169323558,-0.7624334197003069,-0.8343809247416574,-0.5972190118824241,-0.10945682974555822,-0.2884694984179263,-0.42747411844287714,-0.0329087301537872,-0.2651886873694827,-0.2161591433735497,-0.2153495023861204,-0.35679044623646006,0.7046232662196847,-0.3285661909577162,0.9508941550438454,1.0768121756076463,1.3862943611198906,84.81764206955046
A6502-09,0,5,5.329417853710403,191,2477,-0.6423871415570702,-0.28786605212972416,0.07217931039898433,-1.0528982126766686,0.2566832540086618,0.42827427878197333,-0.7624334197003069,-0.46117856760580817,-0.39718465130235353,0.09137214227405505,-0.33439033647550165,-0.42747411844287714,-0.27416818693057754,-0.2651886873694827,-0.5281449849225637,-0.2153495023861204,-0.35679044623646006,-0.1184178897939377,-0.3721897827119111,-0.22321312463856524,-0.15205097630659578,1.791759469228055,201.85708518368995
A6502-10,0,6,5.245506954923683,192,2438,-0.6777031256323894,-0.3255934778270879,0.03854482535893191,-1.2241753233470396,0.3676410155881515,1.0259715821611184,-0.04689947885105795,-0.008004276797991351,-0.06379405033556926,1.4302319557381435,-0.42623201259065235,-0.42747411844287714,-0.7566871004841581,-0.2651886873694827,-0.5808749863111294,-0.2153495023861204,-0.35679044623646006,-0.06802761493596081,-0.3087372856149004,-0.26641141134386154,-0.19726386585815775,1.9459101490553132,246.1033634126333
A6502-11,0,6,6.332045516136342,193,2943,-0.22040640875966322,0.16292831645929257,0.4740682854929415,-0.7213941275082091,0.896150353637826,1.1496330932050796,-0.7624334197003069,-0.11463352169394825,0.025110109922239887,1.497174946411348,-0.311429917446714,-0.42747411844287714,-0.7566871004841581,0.9867646016828525,-0.466626649969237,-0.2153495023861204,-0.35679044623646006,0.2679075507838851,-0.3721897827119111,0.29295101907087195,0.38818508859155226,1.9459101490553132,203.87359836901123
A6502-12,0,10,6.095373750327643,194,2833,-0.32001559461312873,0.05651762859493222,0.3792017892261276,-0.6661434466467991,0.35596125121136313,0.6549870490292352,-0.7624334197003069,-0.5411505012777759,0.0028840698577876005,1.4302319557381435,-0.44919243161944006,-0.42747411844287714,0.932129096953374,-0.2651886873694827,-0.48420331709875886,-0.2153495023861204,-0.35679044623646006,0.04954969306598526,-0.11837979432386835,0.17110969759439484,0.2606615539589415,2.3978952727983707,352.98270384751146
A6502-13,0,4,5.234749147386925,195,2433,-0.6822308158984566,-0.3304303272754684,0.03423271189225847,-0.9313467147815668,-0.04699061978783622,0.3458332714193326,-0.04689947885105795,-0.7544089910696896,-0.39718465130235353,0.9616310210257125,-0.6558362028785292,-0.42747411844287714,0.4496101833997934,-0.2651886873694827,-0.6467874880468366,-0.2153495023861204,-0.35679044623646006,0.4190783753578158,-0.3206346288205899,-0.2719496532291561,-0.20306039015964045,1.6094379124341003,164.40608302507192
A6502-14,0,7,5.598363042129378,196,2602,-0.5291948849054056,-0.16694481592022403,0.17998214706581817,-0.9331884041436138,0.353041310117166,0.9126151970374874,-0.7624334197003069,-0.008004276797991351,-0.13047217052892612,0.6269160676596904,-0.6099153648209538,-0.41754344523037673,-0.5154276437073678,-0.2651886873694827,-0.6028458202230318,-0.2153495023861204,0.4746159805973137,0.43587513364380803,0.14336175620130073,-0.08475707750620565,-0.007137868769539421,2.0794415416798357,269.0238278247502
A6502-15,0,2,5.424086560033882,197,2521,-0.6025434672156844,-0.2453017769839802,0.11012590890570981,-0.9958058424532118,0.3296817813635893,0.3561383973396627,-0.04689947885105795,-0.16794814414192671,-0.10824613046447383,1.497174946411348,-0.5869549457921661,-0.42747411844287714,-0.5154276437073678,-0.2651886873694827,-0.5589041523992271,-0.2153495023861204,-0.35679044623646006,-0.15201140636592228,-0.3087372856149004,-0.174476596047975,-0.10104156245355236,1.0986122886681098,79.33359777865927
A6502-16,0,9,5.989947236467406,198,2784,-0.3643869592205813,0.00911650400080849,0.33694307725272865,-0.9958058424532118,0.925349764579797,0.9641408266391379,-0.7624334197003069,1.1649174170575345,0.0028840698577876005,2.43437681583621,-0.2884694984179263,-0.42747411844287714,0.2083507266230031,-0.2651886873694827,-0.5545099856168466,-0.2153495023861204,-0.35679044623646006,-0.10162113150794541,-0.21355853996938437,0.11683492711851062,0.20385561580441602,2.302585092994046,323.2758620689655
A6502-17,0,18,5.733911417092542,199,2665,-0.4721459875529664,-0.10600051287063585,0.23431477674590265,-1.0197478041598227,0.4639990716966557,1.1496330932050796,-0.7624334197003069,0.3385407691138686,-0.019341970206664685,1.7649469091041656,0.1936993011866149,-0.42747411844287714,-0.5154276437073678,-0.2651886873694827,-0.6270137375261244,-0.2153495023861204,-0.35679044623646006,-0.08482437322195312,-0.35632665843765843,-0.014975229751496101,0.06589833742913766,2.9444389791664403,675.422138836773
A6502-18,0,3,5.428389683048586,200,2523,-0.6007323911092577,-0.24336703720462793,0.11185075429237895,-1.0639483488489507,0.1924445499363257,0.5828511675869246,-0.7624334197003069,-0.32789201148586206,0.11401427018004903,0.4930300863132816,-0.5639945267633785,-0.42747411844287714,0.2083507266230031,-0.2651886873694827,-0.6160283205701732,-0.2153495023861204,-0.35679044623646006,-8.405817919916324e-4,-0.2373532263807634,-0.17226129929385717,-0.09872295273295928,1.3862943611198906,118.90606420927466
A6502-19,0,10,4.879741498673877,201,2268,-0.8316445946786541,-0.4900463590720083,-0.10806703250796218,-1.1965499829163346,0.1165260814872012,0.6137665453479149,-0.7624334197003069,-0.2745773890378836,0.22514447050231046,0.2252581236204639,-0.7247174599648921,-0.42747411844287714,0.2083507266230031,-0.2651886873694827,-0.6819408223058804,-0.2153495023861204,-0.35679044623646006,0.08314320963796984,-0.25718213172357923,-0.4547116354438706,-0.394345692108555,2.3978952727983707,440.9171075837742
